"","X.Intercept.","neighbourhood_cleansedBijlmer.Oost","neighbourhood_cleansedBos.en.Lommer","neighbourhood_cleansedBuitenveldert...Zuidas","neighbourhood_cleansedCentrum.Oost","neighbourhood_cleansedCentrum.West","neighbourhood_cleansedDe.Aker...Nieuw.Sloten","neighbourhood_cleansedDe.Baarsjes...Oud.West","neighbourhood_cleansedDe.Pijp...Rivierenbuurt","neighbourhood_cleansedGaasperdam...Driemond","neighbourhood_cleansedGeuzenveld...Slotermeer","neighbourhood_cleansedIJburg...Zeeburgereiland","neighbourhood_cleansedNoord.Oost","neighbourhood_cleansedNoord.West","neighbourhood_cleansedOostelijk.Havengebied...Indische.Buurt","neighbourhood_cleansedOsdorp","neighbourhood_cleansedOud.Noord","neighbourhood_cleansedOud.Oost","neighbourhood_cleansedSlotervaart","neighbourhood_cleansedWatergraafsmeer","neighbourhood_cleansedWesterpark","neighbourhood_cleansedZuid"
"291",3.5978260869522,-1.94614069369367,-3.48204739842753,-5.08012697190673,4.43602233100185,0.790409207165723,-1.56721384205466,-3.93478668732752,-3.40424632041465,-3.52375201287839,-2.22782608695212,-2.47740723878521,2.12092391304815,-7.13518240879266,-2.40969477382115,0.0868585977324948,-0.745463882227762,-3.45642128103698,-3.0574361148076,-3.9458344726965,-3.19625128380234,-3.62098217614614
"292",7.53260869565463,-5.64130434782945,-6.68217201443311,-7.80694497883955,1.27348342915084,-3.20086077650989,-4.24253235977443,-6.80408508092607,-6.20892797561606,-6.10270215359758,-2.75069380203714,-7.52235228539761,-1.90652173913131,-6.426414005389,-4.72804016773445,-6.62110427087573,-5.13451345755866,-5.81480047647667,-7.48347574767565,-7.85138598823003,-6.35220053238858,-6.94211661892329
"293",15.1976744186059,-13.7601744186041,-15.3001588906504,-17.7192055190807,-5.34538490604999,-11.6697314935202,-15.179975303564,-14.3926890813645,-14.9717074021124,-14.0491595671193,-11.5471889817127,-14.0116279069787,-13.0911929371253,-12.069698228128,-14.6330571036739,-14.0397796817662,-10.4043020989163,-14.8879559808225,-14.884284105215,-15.6475721691149,-15.049467247291,-14.6028976705006
"294",2.10843373493824,-1.23065595716053,-2.63469194062719,-3.35142438914479,4.56200367079445,1.60782129090834,-0.723187833299872,-2.65839644933029,-2.58910766952711,-2.11676706827168,-0.811404031968038,-0.627150312478382,4.92073293172902,-3.0186504532046,-2.23069885720334,-0.0832236509048442,2.57639116778606,-2.47207009857499,-2.81213743864175,-2.79553732901864,-2.57888474582461,-1.80127238895047
"295",0.38028169014199,1.09797917942388,-0.717553440947224,-1.41793859390896,8.89062874657391,3.37686950658822,-0.212342758844932,-0.330244625650107,-0.0995337149157503,-0.225642514884812,5.08568689624419,1.17163087816394,3.20063117292813,-2.55300896287051,0.503983589441803,2.24858428923955,3.87023165687988,-1.82313883299886,0.0387414461049206,-2.3802816901421,0.139593602141713,1.52180498722555
"296",2.2093023255804,1.11599887923964,0.16542769601789,-2.92041343669051,5.26815517626949,0.379000426713014,-0.119871431271541,-3.15858290111978,-1.71996539041371,-0.993086109364443,1.80657069029234,-0.695257381760311,3.72371202848711,-2.26020052917428,-0.812317400957577,-0.62214636227789,1.06877254072924,-2.35541238250673,-2.88265476111048,-4.43567595195405,-1.87008821170751,-0.384001120761529
"297",6.17592592592451,-6.2582788671015,-6.03467720535245,-8.5445895203919,0.608343736997819,-1.74461961961768,-1.58618233618643,-5.14858360000377,-6.1021796132396,-5.10253143051066,-3.95433501683437,-3.40669515669347,-3.81309406751806,-2.82836495031471,-6.54434697855648,-3.48997551270224,-0.934962070502978,-4.67156123145343,-5.53470455187866,-6.51337448559602,-4.14042296734487,-5.58301322065265
"298",5.64197530864582,-4.72988739655871,-5.9270992755871,-5.90513320338395,2.18855904249866,-0.81539873206967,-9.22458400429705,-6.22018138722175,-4.49603443581617,-3.96604938271908,-3.38082881183077,-3.67449563384974,-2.27590388007345,-9.28523373561147,-4.02222222222592,-3.7799063431282,-2.09956899700887,-4.95935812114648,-5.50574342458812,-5.45220985022377,-3.96531404446445,-5.3121141975347
"299",-2.04109589040926,4.04109589041033,3.01246603355906,0.0453512095575781,7.33163643094973,7.25755385105183,5.53289916909663,2.05301785572737,3.15990438052042,2.59769966399548,6.26392197736569,1.51892840272488,4.42733927665212,4.98281368182045,3.62263824186365,6.95776255707609,7.8462140006459,3.39546482244813,1.73164030301639,0.691996791310121,1.83624835327089,2.97129069560404
"300",1.30851063826342,0.331938799938635,-2.36990501911618,-2.33767730493018,6.58966565353036,3.74956137103246,1.22532394820199,-0.887870068868704,-1.26740674216001,0.218275076021417,3.40727883542106,-0.461935295798257,1.26435368334371,-5.84652233417148,0.0163378465846781,1.78239845264535,0.883326096429857,-0.138417180320066,-0.225596065399382,-1.4004143581765,-0.0222070079006446,-0.704930075603815
"301",11.6483516483532,-10.7197802197857,-10.2900183150206,-11.2459126239622,-4.81809334576634,-7.84180576875289,-10.4094135952517,-11.6575462051771,-11.4160096222744,-11.326317750046,-5.58326289095593,-9.23978021978022,-9.01821466205101,-14.0892738385559,-9.91426925134953,-8.75361480624769,-9.03052986617406,-10.4346684243608,-11.6431433150194,-12.4428431737764,-11.2778398072521,-11.6084873565808
"302",11.5125000000011,-10.211295180723,-12.3250654450242,-11.8018617021297,-2.45126080691673,-7.35527456647757,-9.351209677422,-11.7078896816678,-11.2001926805633,-10.7852272727274,-3.92010869565358,-8.16623961219043,-8.42805555555789,-14.8574367088635,-10.9228489771392,-8.46299504950559,-7.67110735009745,-10.4685229445514,-10.1974315068501,-10.9454004329016,-10.206646743612,-9.91684419381965
"303",12.8494623655937,-9.64946236559177,-13.9723223857344,-14.2101929592005,-6.95211850342568,-8.93433534480727,-8.14607253508697,-12.2746534831761,-13.1836447395114,-12.1136133089903,-11.9332319991001,-14.3062524890505,-9.49360650973883,-20.2942476416677,-11.2739673160907,-11.4184278828341,-11.6249725696743,-11.858390937023,-13.3263409783104,-13.3193418836677,-12.0593586145948,-12.4829657669545
