"","id","host_id.x","neighbourhood_cleansed.x","room_type.x","price.x","number_of_reviews.x","last_review.x","reviews_per_month.x","host_id.y","neighbourhood_cleansed.y","room_type.y","price.y","number_of_reviews.y","last_review.y","reviews_per_month.y"
"1",2818,3159,"Oostelijk Havengebied - Indische Buurt","Private room",59,278,2020-02-14,1.95,3159,"Oostelijk Havengebied - Indische Buurt","Private room",59,278,2020-02-14,1.94
"2",20168,59484,"Centrum-Oost","Private room",236,339,2020-04-09,2.58,59484,"Centrum-Oost","Private room",96,339,2020-04-09,2.56
"3",25428,56142,"Centrum-West","Entire home/apt",125,5,2020-02-09,0.14,56142,"Centrum-West","Entire home/apt",125,5,2020-02-09,0.14
"4",27886,97647,"Centrum-West","Private room",135,219,2020-07-25,2.01,97647,"Centrum-West","Private room",125,219,2020-07-25,2
"5",28871,124245,"Centrum-Oost","Private room",75,336,2020-09-20,2.68,124245,"Centrum-Oost","Private room",75,336,2020-09-20,2.66
"6",29051,124245,"Centrum-Oost","Private room",55,481,2020-08-28,4.05,124245,"Centrum-Oost","Private room",55,481,2020-08-28,4.02
"7",31080,133488,"Zuid","Entire home/apt",219,32,2017-10-16,0.28,133488,"Zuid","Entire home/apt",219,32,2017-10-16,0.28
"8",41125,178515,"Centrum-West","Entire home/apt",160,89,2020-02-10,0.73,178515,"Centrum-West","Entire home/apt",160,89,2020-02-10,0.72
"9",43109,188098,"Centrum-West","Entire home/apt",211,60,2020-03-07,4.31,188098,"Centrum-West","Entire home/apt",211,60,2020-03-07,4.02
"10",44129,187728,"Centrum-West","Entire home/apt",115,178,2020-10-26,1.42,187728,"Centrum-West","Entire home/apt",115,179,2021-01-01,1.41
"11",46386,207342,"De Pijp - Rivierenbuurt","Entire home/apt",150,3,2018-01-03,0.02,207342,"De Pijp - Rivierenbuurt","Entire home/apt",150,3,2018-01-03,0.02
"12",49552,225987,"Centrum-West","Entire home/apt",146,368,2020-09-23,2.98,225987,"Centrum-West","Entire home/apt",136,368,2020-09-23,2.96
"13",49790,227530,"De Baarsjes - Oud-West","Entire home/apt",250,103,2019-05-14,0.88,227530,"De Baarsjes - Oud-West","Entire home/apt",250,103,2019-05-14,0.88
"14",50515,231864,"Bos en Lommer","Entire home/apt",115,17,2020-02-20,0.21,231864,"Bos en Lommer","Entire home/apt",115,17,2020-02-20,0.21
"15",50523,231946,"Centrum-West","Private room",118,307,2020-10-05,2.54,231946,"Centrum-West","Private room",82,307,2020-10-05,2.52
"16",52490,185836,"Oostelijk Havengebied - Indische Buurt","Private room",75,102,2020-01-01,0.83,185836,"Oostelijk Havengebied - Indische Buurt","Private room",75,102,2020-01-01,0.82
"17",53067,246493,"De Pijp - Rivierenbuurt","Private room",40,354,2020-03-15,2.89,246493,"De Pijp - Rivierenbuurt","Private room",40,354,2020-03-15,2.87
"18",53671,247822,"Westerpark","Private room",95,309,2020-03-16,2.62,247822,"Westerpark","Private room",75,309,2020-03-16,2.6
"19",55256,260785,"Centrum-Oost","Private room",90,179,2019-12-30,1.5,260785,"Centrum-Oost","Private room",90,179,2019-12-30,1.49
"20",55621,262846,"De Pijp - Rivierenbuurt","Entire home/apt",222,32,2020-08-06,0.26,262846,"De Pijp - Rivierenbuurt","Entire home/apt",222,32,2020-08-06,0.26
"21",55807,263844,"De Baarsjes - Oud-West","Private room",65,157,2020-01-15,1.28,263844,"De Baarsjes - Oud-West","Private room",65,157,2020-01-15,1.27
"22",55868,264178,"Zuid","Entire home/apt",149,95,2020-01-03,0.78,264178,"Zuid","Entire home/apt",149,95,2020-01-03,0.78
"23",58211,278253,"Centrum-West","Private room",141,122,2020-12-12,1.18,278253,"Centrum-West","Private room",125,123,2020-12-20,1.18
"24",62015,301340,"Oud-Oost","Entire home/apt",135,30,2019-11-24,0.25,301340,"Oud-Oost","Entire home/apt",135,30,2019-11-24,0.25
"25",62801,306117,"Bos en Lommer","Entire home/apt",750,0,NA,NA,306117,"Bos en Lommer","Entire home/apt",750,0,NA,NA
"26",64736,306192,"De Baarsjes - Oud-West","Entire home/apt",189,103,2019-08-06,1.16,306192,"De Baarsjes - Oud-West","Entire home/apt",189,103,2019-08-06,1.15
"27",64769,312863,"Centrum-Oost","Entire home/apt",450,27,2019-01-05,0.23,312863,"Centrum-Oost","Entire home/apt",450,27,2019-01-05,0.23
"28",67841,335166,"De Pijp - Rivierenbuurt","Entire home/apt",106,16,2019-08-12,0.18,335166,"De Pijp - Rivierenbuurt","Entire home/apt",106,16,2019-08-12,0.18
"29",68290,336950,"Centrum-West","Private room",66,659,2019-10-25,5.55,336950,"Centrum-West","Private room",45,659,2019-10-25,5.5
"30",68873,336950,"Centrum-West","Private room",59,579,2019-10-30,4.85,336950,"Centrum-West","Private room",98,579,2019-10-30,4.81
"31",70598,339333,"Noord-West","Private room",40,108,2020-08-09,1.87,339333,"Noord-West","Private room",40,108,2020-08-09,1.84
"32",73208,381900,"Zuid","Entire home/apt",220,62,2019-07-06,0.52,381900,"Zuid","Entire home/apt",220,62,2019-07-06,0.52
"33",75382,399879,"Oud-Oost","Private room",55,254,2020-07-29,2.18,399879,"Oud-Oost","Private room",55,254,2020-07-29,2.16
"34",75444,399879,"Centrum-Oost","Private room",70,324,2020-03-16,2.79,399879,"Centrum-Oost","Private room",70,324,2020-03-16,2.77
"35",75499,400896,"De Baarsjes - Oud-West","Private room",80,33,2018-01-04,0.3,400896,"De Baarsjes - Oud-West","Private room",80,33,2018-01-04,0.29
"36",76459,400896,"De Baarsjes - Oud-West","Private room",80,16,2017-09-06,0.14,400896,"De Baarsjes - Oud-West","Private room",80,16,2017-09-06,0.13
"37",76668,409579,"Westerpark","Hotel room",145,64,2020-03-05,1.18,409579,"Westerpark","Hotel room",145,64,2020-03-05,1.15
"38",80635,436145,"Centrum-West","Private room",109,218,2020-01-01,1.84,436145,"Centrum-West","Private room",109,218,2020-01-01,1.83
"39",82482,186729,"Centrum-West","Entire home/apt",106,858,2020-11-06,7.42,186729,"Centrum-West","Entire home/apt",106,859,2020-12-21,7.37
"40",82748,450453,"Centrum-West","Entire home/apt",249,131,2020-01-02,1.11,450453,"Centrum-West","Entire home/apt",249,131,2020-01-02,1.1
"41",83814,457263,"De Pijp - Rivierenbuurt","Entire home/apt",45,157,2020-03-03,1.33,457263,"De Pijp - Rivierenbuurt","Entire home/apt",46,157,2020-03-03,1.32
"42",84057,459028,"De Baarsjes - Oud-West","Hotel room",72,94,2020-03-08,0.82,459028,"De Baarsjes - Oud-West","Hotel room",109,94,2020-03-08,0.81
"43",91535,494281,"De Pijp - Rivierenbuurt","Private room",95,44,2020-03-13,0.38,494281,"De Pijp - Rivierenbuurt","Private room",95,44,2020-03-13,0.38
"44",96048,510526,"Centrum-Oost","Private room",46,197,2020-10-11,2.77,510526,"Centrum-Oost","Private room",104,197,2020-10-11,2.73
"45",97221,195859,"Slotervaart","Private room",55,196,2020-03-24,1.71,195859,"Slotervaart","Private room",40,196,2020-03-24,1.69
"46",107195,249794,"Centrum-Oost","Entire home/apt",150,37,2019-12-31,0.33,249794,"Centrum-Oost","Entire home/apt",150,37,2019-12-31,0.33
"47",108890,563208,"De Baarsjes - Oud-West","Entire home/apt",100,3,2018-05-30,0.07,563208,"De Baarsjes - Oud-West","Entire home/apt",100,3,2018-05-30,0.07
"48",118097,538659,"Centrum-West","Private room",43,398,2020-11-22,3.76,538659,"Centrum-West","Private room",43,398,2020-11-22,3.73
"49",130390,642044,"De Pijp - Rivierenbuurt","Private room",80,29,2017-10-15,0.26,642044,"De Pijp - Rivierenbuurt","Private room",80,29,2017-10-15,0.26
"50",137901,673879,"Zuid","Entire home/apt",165,28,2018-02-01,0.26,673879,"Zuid","Entire home/apt",165,28,2018-02-01,0.25
"51",141708,689016,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",145,86,2020-01-02,0.75,689016,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",145,86,2020-01-02,0.74
"52",148132,715549,"De Baarsjes - Oud-West","Private room",37,4,2018-11-25,0.15,715549,"De Baarsjes - Oud-West","Private room",37,4,2018-11-25,0.15
"53",155548,748161,"Oud-Oost","Entire home/apt",150,21,2019-08-20,0.19,748161,"Oud-Oost","Entire home/apt",150,21,2019-08-20,0.19
"54",162467,776296,"De Baarsjes - Oud-West","Entire home/apt",160,56,2020-09-27,0.58,776296,"De Baarsjes - Oud-West","Entire home/apt",125,56,2020-09-27,0.58
"55",165833,790547,"De Baarsjes - Oud-West","Entire home/apt",112,41,2020-03-10,0.54,790547,"De Baarsjes - Oud-West","Entire home/apt",112,41,2020-03-10,0.53
"56",168769,436145,"Centrum-West","Private room",118,256,2019-12-31,2.28,436145,"Centrum-West","Private room",118,256,2019-12-31,2.26
"57",169356,806976,"Centrum-West","Entire home/apt",157,22,2020-01-03,0.2,806976,"Centrum-West","Entire home/apt",157,22,2020-01-03,0.19
"58",171054,815989,"De Baarsjes - Oud-West","Entire home/apt",120,103,2018-11-28,0.9,815989,"De Baarsjes - Oud-West","Entire home/apt",120,103,2018-11-28,0.89
"59",171498,818319,"Zuid","Entire home/apt",249,5,2020-03-02,0.45,818319,"Zuid","Entire home/apt",249,5,2020-03-02,0.41
"60",171631,818479,"De Baarsjes - Oud-West","Entire home/apt",97,48,2019-09-17,0.42,818479,"De Baarsjes - Oud-West","Entire home/apt",97,48,2019-09-17,0.42
"61",174592,834139,"Centrum-Oost","Entire home/apt",170,139,2019-09-29,1.22,834139,"Centrum-Oost","Entire home/apt",150,139,2019-09-29,1.21
"62",175989,58458,"Zuid","Entire home/apt",200,102,2020-07-14,0.91,58458,"Zuid","Entire home/apt",200,102,2020-07-14,0.9
"63",179528,856540,"De Pijp - Rivierenbuurt","Entire home/apt",275,27,2019-11-18,0.24,856540,"De Pijp - Rivierenbuurt","Entire home/apt",275,27,2019-11-18,0.24
"64",182839,876866,"Oud-Noord","Entire home/apt",125,15,2012-07-26,0.14,876866,"Oud-Noord","Entire home/apt",125,15,2012-07-26,0.14
"65",189754,915591,"Centrum-West","Private room",113,186,2020-09-13,1.65,915591,"Centrum-West","Private room",113,186,2020-09-13,1.64
"66",193038,935742,"Centrum-Oost","Private room",70,598,2020-09-20,5.31,935742,"Centrum-Oost","Private room",71,598,2020-09-20,5.26
"67",198307,967796,"Centrum-West","Entire home/apt",129,41,2020-02-20,0.36,967796,"Centrum-West","Entire home/apt",129,41,2020-02-20,0.36
"68",199844,976652,"Westerpark","Entire home/apt",99,42,2017-05-02,0.37,976652,"Westerpark","Entire home/apt",99,42,2017-05-02,0.37
"69",200461,539840,"De Baarsjes - Oud-West","Entire home/apt",71,42,2020-10-31,0.37,539840,"De Baarsjes - Oud-West","Entire home/apt",71,42,2020-10-31,0.37
"70",203658,999036,"Zuid","Entire home/apt",284,24,2017-07-02,0.22,999036,"Zuid","Entire home/apt",284,24,2017-07-02,0.22
"71",205759,1011967,"De Baarsjes - Oud-West","Entire home/apt",99,2,2015-07-27,0.03,1011967,"De Baarsjes - Oud-West","Entire home/apt",99,2,2015-07-27,0.03
"72",212050,887591,"De Baarsjes - Oud-West","Entire home/apt",246,20,2020-08-11,0.19,887591,"De Baarsjes - Oud-West","Entire home/apt",246,20,2020-08-11,0.19
"73",213721,599238,"Zuid","Entire home/apt",151,41,2019-05-11,0.37,599238,"Zuid","Entire home/apt",151,41,2019-05-11,0.36
"74",214531,1107389,"Centrum-West","Private room",110,168,2020-09-08,1.52,1107389,"Centrum-West","Private room",90,168,2020-09-08,1.5
"75",219276,1135329,"Centrum-West","Private room",245,10,2020-02-22,0.1,1135329,"Centrum-West","Private room",245,10,2020-02-22,0.1
"76",222516,1155595,"De Baarsjes - Oud-West","Entire home/apt",113,130,2020-09-04,1.17,1155595,"De Baarsjes - Oud-West","Entire home/apt",119,130,2020-09-04,1.16
"77",230710,1205924,"Centrum-West","Entire home/apt",125,16,2018-08-31,0.15,1205924,"Centrum-West","Entire home/apt",125,16,2018-08-31,0.15
"78",245927,1005087,"Centrum-West","Private room",130,104,2020-10-11,0.99,1005087,"Centrum-West","Entire home/apt",541,104,2020-10-11,0.98
"79",246750,1294098,"Centrum-West","Entire home/apt",220,21,2014-08-05,0.19,1294098,"Centrum-West","Entire home/apt",145,21,2014-08-05,0.19
"80",247805,1298735,"De Baarsjes - Oud-West","Private room",122,343,2020-01-13,3.1,1298735,"De Baarsjes - Oud-West","Private room",122,343,2020-01-13,3.08
"81",250751,1314658,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",79,110,2020-03-11,1.45,1314658,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",79,110,2020-03-11,1.43
"82",252080,1322517,"Centrum-Oost","Entire home/apt",385,11,2019-10-26,0.1,1322517,"Centrum-Oost","Entire home/apt",385,11,2019-10-26,0.1
"83",254104,1334704,"Centrum-Oost","Private room",149,81,2019-12-16,1.19,1334704,"Centrum-Oost","Private room",149,81,2019-12-16,1.18
"84",254800,1337537,"Centrum-West","Entire home/apt",296,49,2020-02-23,0.53,1337537,"Centrum-West","Entire home/apt",296,49,2020-02-23,0.53
"85",255809,1344947,"Buitenveldert - Zuidas","Private room",147,90,2020-08-15,0.86,1344947,"Buitenveldert - Zuidas","Private room",145,90,2020-08-15,0.85
"86",256670,1350388,"De Baarsjes - Oud-West","Entire home/apt",250,7,2019-08-06,0.08,1350388,"De Baarsjes - Oud-West","Entire home/apt",250,7,2019-08-06,0.08
"87",258273,1358307,"De Pijp - Rivierenbuurt","Entire home/apt",8000,8,2013-10-22,0.08,1358307,"De Pijp - Rivierenbuurt","Entire home/apt",8000,8,2013-10-22,0.08
"88",262394,1376607,"Zuid","Private room",88,119,2019-10-07,1.13,1376607,"Zuid","Private room",88,119,2019-10-07,1.12
"89",265349,1391689,"De Baarsjes - Oud-West","Entire home/apt",85,22,2019-05-02,0.2,1391689,"De Baarsjes - Oud-West","Entire home/apt",85,22,2019-05-02,0.2
"90",270839,1417625,"Bos en Lommer","Private room",45,220,2020-08-31,2.12,1417625,"Bos en Lommer","Private room",45,220,2020-08-31,2.1
"91",272597,1426693,"Zuid","Entire home/apt",145,6,2018-04-08,0.09,1426693,"Zuid","Entire home/apt",145,6,2018-04-08,0.09
"92",274688,1435990,"Bos en Lommer","Entire home/apt",125,43,2019-08-10,0.39,1435990,"Bos en Lommer","Entire home/apt",125,43,2019-08-10,0.39
"93",274706,1436134,"Centrum-Oost","Entire home/apt",200,35,2018-04-29,0.33,1436134,"Centrum-Oost","Entire home/apt",200,35,2018-04-29,0.33
"94",277011,1446698,"De Baarsjes - Oud-West","Entire home/apt",125,20,2018-11-14,0.19,1446698,"De Baarsjes - Oud-West","Entire home/apt",125,20,2018-11-14,0.19
"95",282269,1471195,"Zuid","Entire home/apt",116,3,2015-09-15,0.03,1471195,"Zuid","Entire home/apt",116,3,2015-09-15,0.03
"96",283170,1451657,"Zuid","Entire home/apt",650,109,2020-03-08,1.03,1451657,"Zuid","Entire home/apt",650,109,2020-03-08,1.02
"97",286374,1173052,"Geuzenveld - Slotermeer","Entire home/apt",95,1,2019-07-08,0.06,1173052,"Geuzenveld - Slotermeer","Entire home/apt",95,1,2019-07-08,0.05
"98",286500,1491565,"Centrum-West","Private room",70,280,2020-09-14,2.59,1491565,"Centrum-West","Private room",78,280,2020-09-14,2.57
"99",290701,1491565,"Centrum-West","Private room",70,324,2020-09-14,3.02,1491565,"Centrum-West","Private room",78,324,2020-09-14,2.99
"100",291637,1247363,"Watergraafsmeer","Private room",80,8,2018-02-12,0.08,1247363,"Watergraafsmeer","Private room",80,8,2018-02-12,0.08
"101",291752,1511330,"Oud-Oost","Private room",105,209,2020-03-12,1.92,1511330,"Oud-Oost","Private room",105,209,2020-03-12,1.9
"102",293337,1493495,"Oud-Noord","Private room",115,25,2019-05-31,0.24,1493495,"Oud-Noord","Private room",115,25,2019-05-31,0.23
"103",293514,1518360,"Oud-Noord","Entire home/apt",74,5,2015-09-22,0.07,1518360,"Oud-Noord","Entire home/apt",74,5,2015-09-22,0.07
"104",297220,1532319,"De Pijp - Rivierenbuurt","Entire home/apt",195,90,2019-09-23,0.83,1532319,"De Pijp - Rivierenbuurt","Entire home/apt",195,90,2019-09-23,0.82
"105",301220,1550321,"Centrum-West","Entire home/apt",125,83,2017-02-28,0.77,1550321,"Centrum-West","Entire home/apt",125,83,2017-02-28,0.76
"106",302426,1557454,"Centrum-West","Entire home/apt",112,14,2017-09-10,0.13,1557454,"Centrum-West","Entire home/apt",112,14,2017-09-10,0.13
"107",304082,276068,"Centrum-West","Entire home/apt",68,97,2020-11-29,0.91,276068,"Centrum-West","Entire home/apt",140,100,2020-12-23,0.94
"108",304143,1565319,"Centrum-Oost","Entire home/apt",95,52,2020-03-07,0.48,1565319,"Centrum-Oost","Entire home/apt",95,52,2020-03-07,0.48
"109",304189,1565512,"Centrum-West","Entire home/apt",125,89,2020-08-11,0.83,1565512,"Centrum-West","Entire home/apt",125,89,2020-08-11,0.82
"110",305809,1573009,"Westerpark","Entire home/apt",275,130,2019-10-20,1.51,1573009,"Westerpark","Entire home/apt",275,130,2019-10-20,1.49
"111",306852,1141485,"Centrum-Oost","Entire home/apt",200,21,2019-10-28,0.21,1141485,"Centrum-Oost","Entire home/apt",200,21,2019-10-28,0.21
"112",307497,1582128,"Westerpark","Entire home/apt",871,99,2020-09-21,0.98,1582128,"Westerpark","Entire home/apt",600,99,2020-09-21,0.98
"113",307621,1141485,"De Pijp - Rivierenbuurt","Entire home/apt",125,2,2015-10-24,0.02,1141485,"De Pijp - Rivierenbuurt","Entire home/apt",125,2,2015-10-24,0.02
"114",308028,1141485,"Centrum-Oost","Private room",70,35,2020-07-28,0.43,1141485,"Centrum-Oost","Private room",70,35,2020-07-28,0.42
"115",309436,1570754,"Oud-Noord","Entire home/apt",175,75,2020-03-16,0.8,1570754,"Oud-Noord","Entire home/apt",175,75,2020-03-16,0.79
"116",310722,1598424,"Zuid","Entire home/apt",169,28,2016-10-22,0.3,1598424,"Zuid","Entire home/apt",169,28,2016-10-22,0.29
"117",311124,1600010,"Centrum-West","Entire home/apt",190,81,2020-08-24,0.77,1600010,"Centrum-West","Entire home/apt",190,81,2020-08-24,0.76
"118",311584,1023895,"De Baarsjes - Oud-West","Entire home/apt",95,60,2020-03-03,2.35,1023895,"De Baarsjes - Oud-West","Entire home/apt",95,60,2020-03-03,2.26
"119",314673,1616799,"De Pijp - Rivierenbuurt","Entire home/apt",199,38,2019-08-31,0.38,1616799,"De Pijp - Rivierenbuurt","Entire home/apt",199,38,2019-08-31,0.37
"120",319985,1640702,"De Pijp - Rivierenbuurt","Entire home/apt",69,339,2020-11-20,3.23,1640702,"De Pijp - Rivierenbuurt","Entire home/apt",77,349,2021-01-10,3.3
"121",320689,1642815,"Zuid","Entire home/apt",88,32,2016-11-07,0.3,1642815,"Zuid","Entire home/apt",88,32,2016-11-07,0.3
"122",327285,1672823,"De Pijp - Rivierenbuurt","Private room",148,535,2020-10-19,5.02,1672823,"De Pijp - Rivierenbuurt","Private room",148,535,2020-10-19,4.97
"123",331946,1687595,"De Baarsjes - Oud-West","Entire home/apt",220,27,2019-07-21,0.31,1687595,"De Baarsjes - Oud-West","Entire home/apt",220,27,2019-07-21,0.31
"124",340994,1730202,"Centrum-Oost","Entire home/apt",150,37,2019-10-21,0.35,1730202,"Centrum-Oost","Entire home/apt",150,37,2019-10-21,0.35
"125",343094,1740785,"Oud-Oost","Private room",59,390,2020-10-24,3.72,1740785,"Oud-Oost","Private room",59,390,2020-10-24,3.68
"126",345397,1751751,"De Pijp - Rivierenbuurt","Entire home/apt",169,43,2020-03-08,0.41,1751751,"De Pijp - Rivierenbuurt","Entire home/apt",169,43,2020-03-08,0.4
"127",350271,1775032,"IJburg - Zeeburgereiland","Entire home/apt",395,3,2018-09-17,0.05,1775032,"IJburg - Zeeburgereiland","Entire home/apt",395,3,2018-09-17,0.05
"128",357932,1811552,"De Pijp - Rivierenbuurt","Entire home/apt",200,27,2016-03-30,0.26,1811552,"De Pijp - Rivierenbuurt","Entire home/apt",200,27,2016-03-30,0.25
"129",357980,1811745,"De Baarsjes - Oud-West","Entire home/apt",245,84,2020-07-30,0.8,1811745,"De Baarsjes - Oud-West","Entire home/apt",245,84,2020-07-30,0.79
"130",361342,1826139,"Centrum-West","Entire home/apt",151,106,2020-11-26,1.01,1826139,"Centrum-West","Entire home/apt",164,106,2020-11-26,1
"131",362458,1831568,"Centrum-Oost","Entire home/apt",99,52,2019-09-14,0.54,1831568,"Centrum-Oost","Entire home/apt",99,52,2019-09-14,0.53
"132",367107,1853421,"Centrum-Oost","Entire home/apt",300,11,2020-01-02,0.17,1853421,"Centrum-Oost","Entire home/apt",300,11,2020-01-02,0.16
"133",367491,1855417,"De Baarsjes - Oud-West","Entire home/apt",145,68,2020-08-16,0.64,1855417,"De Baarsjes - Oud-West","Entire home/apt",145,68,2020-08-16,0.63
"134",378523,1901477,"Centrum-Oost","Entire home/apt",280,110,2020-12-12,1.47,1901477,"Centrum-Oost","Entire home/apt",250,110,2020-12-12,1.45
"135",379885,1907015,"Oud-Oost","Private room",199,82,2020-07-14,0.79,1907015,"Oud-Oost","Private room",199,82,2020-07-14,0.78
"136",384909,1927004,"Westerpark","Entire home/apt",250,110,2020-01-01,1.05,1927004,"Westerpark","Entire home/apt",250,110,2020-01-01,1.04
"137",387644,1939619,"Westerpark","Entire home/apt",295,55,2019-10-21,0.53,1939619,"Westerpark","Entire home/apt",295,55,2019-10-21,0.53
"138",396125,1979865,"Centrum-West","Private room",85,574,2020-03-02,5.46,1979865,"Centrum-West","Private room",85,574,2020-03-02,5.41
"139",402353,2008330,"Watergraafsmeer","Entire home/apt",134,194,2020-09-19,1.89,2008330,"Watergraafsmeer","Entire home/apt",110,194,2020-09-19,1.87
"140",406794,325306,"Oud-Oost","Entire home/apt",133,8,2016-08-22,0.14,325306,"Oud-Oost","Entire home/apt",133,8,2016-08-22,0.13
"141",408794,2035506,"De Baarsjes - Oud-West","Entire home/apt",199,23,2018-08-27,0.23,2035506,"De Baarsjes - Oud-West","Entire home/apt",199,23,2018-08-27,0.23
"142",411401,2048100,"Slotervaart","Entire home/apt",150,7,2016-10-10,0.07,2048100,"Slotervaart","Entire home/apt",81,7,2016-10-10,0.07
"143",414865,2063261,"Zuid","Entire home/apt",98,7,2018-04-24,0.11,2063261,"Zuid","Entire home/apt",98,7,2018-04-24,0.11
"144",414917,2063612,"Centrum-Oost","Entire home/apt",280,78,2015-07-16,0.75,2063612,"Centrum-Oost","Entire home/apt",280,78,2015-07-16,0.74
"145",415619,1336633,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",145,67,2020-09-13,0.64,1336633,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",145,67,2020-09-13,0.64
"146",418098,2078292,"De Baarsjes - Oud-West","Entire home/apt",185,21,2019-02-22,0.2,2078292,"De Baarsjes - Oud-West","Entire home/apt",185,21,2019-02-22,0.2
"147",422044,1826139,"Centrum-West","Entire home/apt",129,134,2020-11-12,1.28,1826139,"Centrum-West","Entire home/apt",128,134,2020-11-12,1.27
"148",431635,1939922,"Bos en Lommer","Entire home/apt",45,18,2020-07-24,0.18,1939922,"Bos en Lommer","Entire home/apt",45,18,2020-07-24,0.18
"149",432233,2144360,"Centrum-Oost","Entire home/apt",304,24,2019-08-04,0.23,2144360,"Centrum-Oost","Entire home/apt",304,24,2019-08-04,0.23
"150",437757,2174719,"De Pijp - Rivierenbuurt","Entire home/apt",109,123,2020-03-15,1.18,2174719,"De Pijp - Rivierenbuurt","Entire home/apt",109,123,2020-03-15,1.16
"151",439097,2181530,"De Baarsjes - Oud-West","Entire home/apt",140,52,2019-12-30,0.56,2181530,"De Baarsjes - Oud-West","Entire home/apt",140,52,2019-12-30,0.56
"152",440992,2191136,"Zuid","Entire home/apt",220,105,2020-08-23,1.01,2191136,"Zuid","Entire home/apt",220,105,2020-08-23,1
"153",441424,2193861,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",177,33,2020-01-25,0.32,2193861,"Oostelijk Havengebied - Indische Buurt","Entire home/apt",175,33,2020-01-25,0.32
"154",444935,2059471,"Centrum-Oost","Entire home/apt",149,9,2017-08-17,0.18,2059471,"Centrum-Oost","Entire home/apt",149,9,2017-08-17,0.17
"155",445660,2202945,"De Baarsjes - Oud-West","Private room",69,398,2020-07-21,3.81,2202945,"De Baarsjes - Oud-West","Private room",69,398,2020-07-21,3.77
"156",446592,1543378,"De Pijp - Rivierenbuurt","Private room",100,239,2020-09-06,2.29,1543378,"De Pijp - Rivierenbuurt","Private room",100,239,2020-09-06,2.27
"157",447151,2220492,"Zuid","Entire home/apt",105,77,2019-11-10,0.73,2220492,"Zuid","Entire home/apt",105,77,2019-11-10,0.73
"158",450767,2238440,"Centrum-Oost","Entire home/apt",275,77,2020-07-12,0.77,2238440,"Centrum-Oost","Entire home/apt",275,77,2020-07-12,0.76
"159",451719,2243649,"Centrum-West","Entire home/apt",179,60,2018-07-30,0.58,2243649,"Centrum-West","Entire home/apt",179,60,2018-07-30,0.57
"160",455881,81046,"Oud-Oost","Entire home/apt",175,18,2018-10-22,0.17,81046,"Oud-Oost","Entire home/apt",175,18,2018-10-22,0.17
"161",460469,1997447,"Oud-Oost","Entire home/apt",110,46,2017-08-18,0.44,1997447,"Oud-Oost","Entire home/apt",110,46,2017-08-18,0.44
"162",462341,2297302,"Centrum-West","Entire home/apt",175,31,2020-01-02,0.45,2297302,"Centrum-West","Entire home/apt",175,31,2020-01-02,0.45
"163",463636,860750,"Westerpark","Entire home/apt",150,193,2019-05-11,1.89,860750,"Westerpark","Entire home/apt",150,193,2019-05-11,1.88
"164",467103,2313040,"Centrum-West","Entire home/apt",160,150,2020-02-17,1.51,2313040,"Centrum-West","Entire home/apt",160,150,2020-02-17,1.5
"165",474452,2352274,"De Baarsjes - Oud-West","Entire home/apt",125,28,2016-12-07,0.3,2352274,"De Baarsjes - Oud-West","Entire home/apt",125,28,2016-12-07,0.3
"166",480245,2378237,"Oud-Oost","Entire home/apt",150,19,2019-09-08,0.28,2378237,"Oud-Oost","Entire home/apt",150,19,2019-09-08,0.28
"167",481664,1382273,"Westerpark","Private room",85,438,2020-10-06,5.18,1382273,"Westerpark","Private room",85,438,2020-10-06,5.12
"168",483779,2395278,"Slotervaart","Private room",100,38,2017-10-22,0.75,2395278,"Slotervaart","Private room",100,38,2017-10-22,0.74
"169",484836,2396890,"De Baarsjes - Oud-West","Entire home/apt",200,54,2019-09-21,0.52,2396890,"De Baarsjes - Oud-West","Entire home/apt",200,54,2019-09-21,0.52
"170",489418,2418579,"Bos en Lommer","Entire home/apt",79,96,2015-01-03,0.93,2418579,"Bos en Lommer","Entire home/apt",79,96,2015-01-03,0.92
"171",490374,2397045,"Slotervaart","Entire home/apt",225,20,2019-10-09,0.23,2397045,"Slotervaart","Entire home/apt",225,20,2019-10-09,0.22
"172",502869,2480479,"Westerpark","Entire home/apt",169,22,2019-08-03,0.22,2480479,"Westerpark","Entire home/apt",169,23,2020-12-02,0.22
"173",503629,2483843,"Zuid","Entire home/apt",120,11,2019-07-28,0.12,2483843,"Zuid","Entire home/apt",120,11,2019-07-28,0.12
"174",505012,1645998,"Centrum-Oost","Entire home/apt",314,60,2019-10-23,0.61,1645998,"Centrum-Oost","Entire home/apt",299,60,2019-10-23,0.6
"175",505650,2492723,"Zuid","Private room",140,127,2020-02-23,1.28,2492723,"Zuid","Private room",140,127,2020-02-23,1.26
"176",505804,2493425,"Westerpark","Entire home/apt",76,94,2020-07-29,0.92,2493425,"Westerpark","Entire home/apt",76,94,2020-07-29,0.91
"177",510836,1826139,"Centrum-West","Entire home/apt",729,110,2020-08-30,1.16,1826139,"Centrum-West","Entire home/apt",457,110,2020-08-30,1.15
